Date,Area,Region,Cases,Case Rate,CF Outbreak
2020-07-11,Unincorporated - Bradbury,San Gabriel Valley,3,2778.0,False
2020-07-11,Unincorporated - Canyon Country,Northwest County,52,673.0,False
2020-07-11,Unincorporated - Castaic,Northwest County,1817,6682.0,True
2020-07-11,Unincorporated - Cerritos,Southeast,2,341.0,False
2020-07-11,Unincorporated - Charter Oak,San Gabriel Valley,0,0.0,False
2020-07-11,Unincorporated - Claremont,Pomona Valley,3,427.0,False
2020-07-11,Unincorporated - Covina,San Gabriel Valley,190,1130.0,False
2020-07-11,Unincorporated - Del Aire,South Bay,36,819.0,False
2020-07-11,Unincorporated - Del Rey,Westside,1,314.0,False
2020-07-11,Unincorporated - Del Sur,Antelope Valley,3,124.0,False
2020-07-11,Unincorporated - Desert View Highlands,Antelope Valley,9,361.0,False
2020-07-11,Unincorporated - Duarte,San Gabriel Valley,53,1197.0,False
2020-07-11,Unincorporated - East Covina,San Gabriel Valley,0,0.0,False
2020-07-11,Unincorporated - East La Mirada,Southeast,53,1002.0,False
2020-07-11,Unincorporated - East Lancaster,Antelope Valley,0,0.0,False
2020-07-11,Unincorporated - East Los Angeles,Eastside,3089,2466.0,False
2020-07-11,Unincorporated - East Pasadena,San Gabriel Valley,19,297.0,False
2020-07-11,Unincorporated - East Rancho Dominguez,Southeast,266,1738.0,False
2020-07-11,Unincorporated - East Whittier,Southeast,41,773.0,False
2020-07-11,Unincorporated - El Camino Village,South Bay,81,921.0,False
2020-07-11,Unincorporated - El Monte,San Gabriel Valley,2,1379.0,False
2020-07-11,Unincorporated - Elizabeth Lake,Antelope Valley,5,301.0,False
2020-07-11,Unincorporated - Florence-Firestone,South LA,1672,2584.0,False
2020-07-11,Unincorporated - Franklin Canyon,Central LA,0,0.0,False
2020-07-11,Unincorporated - Glendora,San Gabriel Valley,4,606.0,False
2020-07-11,Unincorporated - Hacienda Heights,San Gabriel Valley,496,887.0,False
2020-07-11,Unincorporated - Harbor Gateway,Harbor,0,0.0,False
2020-07-11,Unincorporated - Hawthorne,South Bay,25,994.0,False
2020-07-11,Unincorporated - Hi Vista,Antelope Valley,1,91.0,False
2020-07-11,Unincorporated - Kagel/Lopez Canyons,Angeles Forest,10,708.0,False
2020-07-11,Unincorporated - La Crescenta-Montrose,Verdugos,68,343.0,False
2020-07-11,Unincorporated - La Habra Heights,San Gabriel Valley,0,0.0,False
2020-07-11,Unincorporated - La Rambla,Harbor,70,3373.0,False
2020-07-11,Unincorporated - La Verne,Pomona Valley,14,686.0,True
2020-07-11,Unincorporated - Ladera Heights,Westside,38,537.0,False
2020-07-11,Unincorporated - Lake Hughes,Northwest County,1,150.0,False
2020-07-11,Unincorporated - Lake Los Angeles,Antelope Valley,83,639.0,False
2020-07-11,Unincorporated - Lake Manor,San Fernando Valley,9,548.0,False
2020-07-11,Unincorporated - Lakewood,Harbor,0,0.0,False
2020-07-11,Unincorporated - Lennox,South Bay,288,1278.0,False
2020-07-11,Unincorporated - Leona Valley,Antelope Valley,14,800.0,False
2020-07-11,Unincorporated - Littlerock,Antelope Valley,33,821.0,False
2020-07-11,Unincorporated - Littlerock/Juniper Hills,Antelope Valley,2,154.0,False
2020-07-11,Unincorporated - Littlerock/Pearblossom,Antelope Valley,39,1093.0,False
2020-07-11,Unincorporated - Llano,Antelope Valley,2,228.0,False
2020-07-11,Unincorporated - Marina del Rey,Westside,34,361.0,False
2020-07-11,Unincorporated - Miracle Mile,Central LA,0,0.0,False
2020-07-11,Unincorporated - Monrovia,San Gabriel Valley,46,1185.0,False
2020-07-11,Unincorporated - Newhall,Northwest County,3,1364.0,False
2020-07-11,Unincorporated - North Lancaster,Antelope Valley,8,668.0,False
2020-07-11,Unincorporated - North Whittier,San Gabriel Valley,82,981.0,False
2020-07-11,Unincorporated - Northeast San Gabriel,San Gabriel Valley,155,645.0,False
2020-07-11,Unincorporated - Padua Hills,Pomona Valley,1,465.0,False
2020-07-11,Unincorporated - Palmdale,Antelope Valley,7,831.0,False
2020-07-11,Unincorporated - Palos Verdes Peninsula,South Bay,1,161.0,False
2020-07-11,Unincorporated - Pearblossom/Llano,Antelope Valley,10,511.0,False
2020-07-11,Unincorporated - Pellissier Village,San Gabriel Valley,9,1454.0,False
2020-07-11,Unincorporated - Placerita Canyon,Angeles Forest,0,0.0,False
2020-07-11,Unincorporated - Pomona,San Gabriel Valley,8,413.0,False
2020-07-11,Unincorporated - Quartz Hill,Antelope Valley,83,643.0,False
2020-07-11,Unincorporated - Rancho Dominguez,Harbor,40,1503.0,False
2020-07-11,Unincorporated - Roosevelt,Antelope Valley,3,322.0,False
2020-07-11,Unincorporated - Rosewood,Southeast,11,855.0,False
2020-07-11,Unincorporated - Rosewood/East Gardena,Southeast,8,671.0,False
2020-07-11,Unincorporated - Rosewood/West Rancho Dominguez,Southeast,43,1279.0,False
2020-07-11,Unincorporated - Rowland Heights,San Gabriel Valley,342,670.0,False
2020-07-11,Unincorporated - San Clemente Island,Harbor,0,0.0,False
2020-07-11,Unincorporated - San Francisquito Canyon/Bouquet Canyon,Northwest County,0,0.0,False
2020-07-11,Unincorporated - San Jose Hills,San Gabriel Valley,278,1375.0,False
2020-07-11,Unincorporated - San Pasqual,San Gabriel Valley,6,295.0,False
2020-07-11,Unincorporated - Sand Canyon,Angeles Forest,1,325.0,False
2020-07-11,Unincorporated - Santa Catalina Island,Harbor,6,2247.0,False
2020-07-11,Unincorporated - Santa Monica Mountains,Santa Monica Mountains,64,344.0,True
2020-07-11,Unincorporated - Saugus,Northwest County,8,5161.0,False
2020-07-11,Unincorporated - Saugus/Canyon Country,Northwest County,0,0.0,False
2020-07-11,Unincorporated - South Antelope Valley,Antelope Valley,1,220.0,False
2020-07-11,Unincorporated - South El Monte,San Gabriel Valley,26,1448.0,False
2020-07-11,Unincorporated - South San Gabriel,San Gabriel Valley,103,1164.0,False
2020-07-11,Unincorporated - South Whittier,Southeast,748,1263.0,False
2020-07-11,Unincorporated - Southeast Antelope Valley,Antelope Valley,8,1024.0,False
2020-07-11,Unincorporated - Stevenson Ranch,Northwest County,79,377.0,False
2020-07-11,Unincorporated - Sun Village,Antelope Valley,67,1110.0,False
2020-07-11,Unincorporated - Sunrise Village,San Gabriel Valley,19,1466.0,False
2020-07-11,Unincorporated - Twin Lakes/Oat Mountain,Northwest County,8,483.0,False
2020-07-11,Unincorporated - Val Verde,Northwest County,34,1028.0,False
2020-07-11,Unincorporated - Valencia,Northwest County,19,618.0,False
2020-07-11,Unincorporated - Valinda,San Gabriel Valley,335,1433.0,False
2020-07-11,Unincorporated - View Park/Windsor Hills,South LA,78,670.0,False
2020-07-11,Unincorporated - Walnut Park,Southeast,362,2242.0,False
2020-07-11,Unincorporated - West Antelope Valley,Antelope Valley,3,199.0,False
2020-07-11,Unincorporated - West Carson,Harbor,200,906.0,False
2020-07-11,Unincorporated - West Chatsworth,San Fernando Valley,0,0.0,False
2020-07-11,Unincorporated - West Puente Valley,San Gabriel Valley,192,1952.0,False
2020-07-11,Unincorporated - West Rancho Dominguez,Harbor,14,1030.0,False
2020-07-11,Unincorporated - West Whittier/Los Nietos,Southeast,452,1679.0,False
2020-07-11,Unincorporated - Westfield/Academy Hills,South Bay,2,154.0,False
2020-07-11,Unincorporated - Westhills,San Fernando Valley,4,477.0,False
2020-07-11,Unincorporated - White Fence Farms,Antelope Valley,24,652.0,False
2020-07-11,Unincorporated - Whittier,San Gabriel Valley,37,978.0,False
2020-07-11,Unincorporated - Whittier Narrows,San Gabriel Valley,0,0.0,False
2020-07-11,Unincorporated - Willowbrook,South LA,737,2111.0,False
2020-07-11,Unincorporated - Wiseburn,South Bay,54,896.0,False
2020-07-11,City of Long Beach,Harbor,5246,1118.83,False
2020-07-11,City of Pasadena,Verdugos,1460,1033.66,False
2020-07-12,City of Agoura Hills,Santa Monica Mountains,74,354.0,False
2020-07-12,City of Alhambra,San Gabriel Valley,603,695.0,False
2020-07-12,City of Arcadia,San Gabriel Valley,230,398.0,False
2020-07-12,City of Artesia,Southeast,153,911.0,False
2020-07-12,City of Avalon,Harbor,5,129.0,False
2020-07-12,City of Azusa,San Gabriel Valley,668,1335.0,False
2020-07-12,City of Baldwin Park,San Gabriel Valley,1301,1695.0,False
2020-07-12,City of Bell,Southeast,804,2213.0,False
2020-07-12,City of Bell Gardens,Southeast,945,2194.0,False
2020-07-12,City of Bellflower,Southeast,1205,1550.0,False
2020-07-12,City of Beverly Hills,Westside,389,1127.0,False
2020-07-12,City of Bradbury,San Gabriel Valley,7,655.0,False
2020-07-12,City of Burbank,San Fernando Valley,713,665.0,False
2020-07-12,City of Calabasas,Santa Monica Mountains,151,621.0,False
2020-07-12,City of Carson,Harbor,860,916.0,False
2020-07-12,City of Cerritos,Southeast,300,599.0,False
2020-07-12,City of Claremont,Pomona Valley,164,450.0,False
2020-07-12,City of Commerce,Southeast,270,2066.0,True
2020-07-12,City of Compton,Southeast,1937,1939.0,False
2020-07-12,City of Covina,San Gabriel Valley,643,1311.0,False
2020-07-12,City of Cudahy,Southeast,577,2370.0,False
2020-07-12,City of Culver City,Westside,247,620.0,False
2020-07-12,City of Diamond Bar,San Gabriel Valley,263,457.0,False
2020-07-12,City of Downey,Southeast,2202,1927.0,False
2020-07-12,City of Duarte,San Gabriel Valley,252,1145.0,False
2020-07-12,City of El Monte,San Gabriel Valley,2095,1786.0,False
2020-07-12,City of El Segundo,South Bay,75,447.0,False
2020-07-12,City of Gardena,South Bay,641,1046.0,False
2020-07-12,City of Glendale,Verdugos,1734,840.0,False
2020-07-12,City of Glendora,San Gabriel Valley,548,1039.0,False
2020-07-12,City of Hawaiian Gardens,Harbor,245,1669.0,False
2020-07-12,City of Hawthorne,South Bay,940,1059.0,False
2020-07-12,City of Hermosa Beach,South Bay,117,595.0,False
2020-07-12,City of Hidden Hills,Santa Monica Mountains,5,265.0,False
2020-07-12,City of Huntington Park,Southeast,1505,2530.0,False
2020-07-12,City of Industry,San Gabriel Valley,16,3661.0,False
2020-07-12,City of Inglewood,South Bay,1305,1149.0,False
2020-07-12,City of Irwindale,San Gabriel Valley,30,2056.0,False
2020-07-12,City of La Canada Flintridge,Verdugos,88,425.0,False
2020-07-12,City of La Habra Heights,San Gabriel Valley,19,348.0,False
2020-07-12,City of La Mirada,Southeast,455,917.0,False
2020-07-12,City of La Puente,San Gabriel Valley,673,1654.0,False
2020-07-12,City of La Verne,Pomona Valley,180,541.0,False
2020-07-12,City of Lakewood,Harbor,629,783.0,False
2020-07-12,City of Lancaster,Antelope Valley,1455,901.0,True
2020-07-12,City of Lawndale,South Bay,288,857.0,False
2020-07-12,City of Lomita,South Bay,111,535.0,False
2020-07-12,City of Lynwood,Southeast,1729,2400.0,True
2020-07-12,City of Malibu,Santa Monica Mountains,62,478.0,False
2020-07-12,City of Manhattan Beach,South Bay,200,556.0,False
2020-07-12,City of Maywood,Southeast,741,2642.0,False
2020-07-12,City of Monrovia,San Gabriel Valley,381,982.0,False
2020-07-12,City of Montebello,Southeast,1182,1836.0,False
2020-07-12,City of Monterey Park,San Gabriel Valley,432,694.0,False
2020-07-12,City of Norwalk,Southeast,1599,1486.0,False
2020-07-12,City of Palmdale,Antelope Valley,1678,1056.0,False
2020-07-12,City of Palos Verdes Estates,South Bay,60,444.0,False
2020-07-12,City of Paramount,Southeast,1176,2099.0,False
2020-07-12,City of Pico Rivera,Southeast,1274,1982.0,False
2020-07-12,City of Pomona,Pomona Valley,2138,1371.0,False
2020-07-12,City of Rancho Palos Verdes,South Bay,174,407.0,False
2020-07-12,City of Redondo Beach,South Bay,295,429.0,False
2020-07-12,City of Rolling Hills,South Bay,4,206.0,False
2020-07-12,City of Rolling Hills Estates,South Bay,30,370.0,False
2020-07-12,City of Rosemead,San Gabriel Valley,367,663.0,False
2020-07-12,City of San Dimas,San Gabriel Valley,238,690.0,True
2020-07-12,City of San Fernando,San Fernando Valley,375,1524.0,False
2020-07-12,City of San Gabriel,San Gabriel Valley,309,755.0,False
2020-07-12,City of San Marino,San Gabriel Valley,34,256.0,False
2020-07-12,City of Santa Clarita,Northwest County,1548,702.0,False
2020-07-12,City of Santa Fe Springs,Southeast,257,1399.0,False
2020-07-12,City of Santa Monica,Westside,502,543.0,False
2020-07-12,City of Sierra Madre,San Gabriel Valley,43,391.0,False
2020-07-12,City of Signal Hill,Harbor,129,1093.0,False
2020-07-12,City of South El Monte,San Gabriel Valley,377,1805.0,False
2020-07-12,City of South Gate,Southeast,2271,2314.0,False
2020-07-12,City of South Pasadena,San Gabriel Valley,185,710.0,False
2020-07-12,City of Temple City,San Gabriel Valley,308,845.0,False
2020-07-12,City of Torrance,South Bay,739,495.0,False
2020-07-12,City of Vernon,Southeast,14,6699.0,False
2020-07-12,City of Walnut,San Gabriel Valley,141,462.0,False
2020-07-12,City of West Covina,San Gabriel Valley,1442,1332.0,False
2020-07-12,City of West Hollywood,Central LA,334,904.0,False
2020-07-12,City of Westlake Village,Santa Monica Mountains,14,167.0,False
2020-07-12,City of Whittier,San Gabriel Valley,1060,1212.0,False
2020-07-12,Los Angeles,,55635,1376.0,False
2020-07-12,Los Angeles - Adams-Normandie,South LA,127,1548.0,False
2020-07-12,Los Angeles - Alsace,South LA,199,1599.0,False
2020-07-12,Los Angeles - Angeles National Forest,Angeles Forest,2,5000.0,False
2020-07-12,Los Angeles - Angelino Heights,Central LA,30,1199.0,False
2020-07-12,Los Angeles - Arleta,San Fernando Valley,634,1845.0,False
2020-07-12,Los Angeles - Atwater Village,Northeast LA,114,777.0,False
2020-07-12,Los Angeles - Baldwin Hills,South LA,331,1063.0,False
2020-07-12,Los Angeles - Bel Air,Westside,52,617.0,False
2020-07-12,Los Angeles - Beverly Crest,Westside,63,503.0,False
2020-07-12,Los Angeles - Beverlywood,Westside,81,615.0,False
2020-07-12,Los Angeles - Boyle Heights,Eastside,2245,2584.0,True
2020-07-12,Los Angeles - Brentwood,Westside,149,481.0,False
2020-07-12,Los Angeles - Brookside,Central LA,1,172.0,False
2020-07-12,Los Angeles - Cadillac-Corning,Central LA,60,843.0,False
2020-07-12,Los Angeles - Canoga Park,San Fernando Valley,921,1411.0,False
2020-07-12,Los Angeles - Carthay,Central LA,142,989.0,False
2020-07-12,Los Angeles - Central,South LA,1202,3083.0,False
2020-07-12,Los Angeles - Century City,Westside,69,539.0,False
2020-07-12,Los Angeles - Century Palms/Cove,South LA,795,2354.0,False
2020-07-12,Los Angeles - Chatsworth,San Fernando Valley,353,952.0,False
2020-07-12,Los Angeles - Cheviot Hills,Westside,40,436.0,False
2020-07-12,Los Angeles - Chinatown,Central LA,50,623.0,False
2020-07-12,Los Angeles - Cloverdale/Cochran,Central LA,173,1189.0,False
2020-07-12,Los Angeles - Country Club Park,Central LA,181,1194.0,False
2020-07-12,Los Angeles - Crenshaw District,South LA,157,1135.0,False
2020-07-12,Los Angeles - Crestview,Central LA,131,1152.0,False
2020-07-12,Los Angeles - Del Rey,Westside,176,588.0,False
2020-07-12,Los Angeles - Downtown,Central LA,394,1432.0,True
2020-07-12,Los Angeles - Eagle Rock,Northeast LA,390,985.0,False
2020-07-12,Los Angeles - East Hollywood,Central LA,391,1335.0,False
2020-07-12,Los Angeles - Echo Park,Central LA,97,680.0,False
2020-07-12,Los Angeles - El Sereno,Eastside,567,1356.0,False
2020-07-12,Los Angeles - Elysian Park,Central LA,43,753.0,False
2020-07-12,Los Angeles - Elysian Valley,Northeast LA,141,1386.0,False
2020-07-12,Los Angeles - Encino,San Fernando Valley,269,596.0,False
2020-07-12,Los Angeles - Exposition,South LA,45,1353.0,False
2020-07-12,Los Angeles - Exposition Park,South LA,633,1409.0,False
2020-07-12,Los Angeles - Faircrest Heights,Central LA,18,500.0,False
2020-07-12,Los Angeles - Figueroa Park Square,South LA,142,1628.0,False
2020-07-12,Los Angeles - Florence-Firestone,South LA,1171,2468.0,False
2020-07-12,Los Angeles - Glassell Park,Northeast LA,347,1098.0,False
2020-07-12,Los Angeles - Gramercy Place,South LA,125,1161.0,False
2020-07-12,Los Angeles - Granada Hills,San Fernando Valley,611,1050.0,False
2020-07-12,Los Angeles - Green Meadows,South LA,446,2074.0,False
2020-07-12,Los Angeles - Hancock Park,Central LA,146,857.0,False
2020-07-12,Los Angeles - Harbor City,Harbor,269,925.0,False
2020-07-12,Los Angeles - Harbor Gateway,Harbor,423,970.0,False
2020-07-12,Los Angeles - Harbor Pines,Harbor,10,415.0,False
2020-07-12,Los Angeles - Harvard Heights,Central LA,298,1652.0,False
2020-07-12,Los Angeles - Harvard Park,South LA,780,2056.0,False
2020-07-12,Los Angeles - Highland Park,Northeast LA,561,1159.0,False
2020-07-12,Los Angeles - Historic Filipinotown,Central LA,248,1788.0,False
2020-07-12,Los Angeles - Hollywood,Central LA,606,888.0,False
2020-07-12,Los Angeles - Hollywood Hills,Central LA,160,544.0,False
2020-07-12,Los Angeles - Hyde Park,South LA,382,1338.0,False
2020-07-12,Los Angeles - Jefferson Park,South LA,148,1833.0,False
2020-07-12,Los Angeles - Koreatown,Central LA,590,1141.0,False
2020-07-12,Los Angeles - Lafayette Square,Central LA,41,899.0,False
2020-07-12,Los Angeles - Lake Balboa,San Fernando Valley,425,1007.0,False
2020-07-12,Los Angeles - Lakeview Terrace,San Fernando Valley,316,2406.0,False
2020-07-12,Los Angeles - Leimert Park,South LA,144,945.0,False
2020-07-12,Los Angeles - Lincoln Heights,Eastside,622,1908.0,False
2020-07-12,Los Angeles - Little Armenia,Central LA,268,3340.0,False
2020-07-12,Los Angeles - Little Bangladesh,Central LA,285,1006.0,False
2020-07-12,Los Angeles - Little Tokyo,Central LA,42,1341.0,False
2020-07-12,Los Angeles - Longwood,Central LA,66,1533.0,False
2020-07-12,Los Angeles - Los Feliz,Central LA,102,472.0,False
2020-07-12,Los Angeles - Manchester Square,South LA,67,785.0,False
2020-07-12,Los Angeles - Mandeville Canyon,Westside,5,160.0,False
2020-07-12,Los Angeles - Mar Vista,Westside,169,398.0,False
2020-07-12,Los Angeles - Marina Peninsula,Westside,21,482.0,False
2020-07-12,Los Angeles - Melrose,Central LA,1063,1368.0,False
2020-07-12,Los Angeles - Mid-city,Central LA,187,1244.0,False
2020-07-12,Los Angeles - Miracle Mile,Central LA,94,523.0,False
2020-07-12,Los Angeles - Mission Hills,San Fernando Valley,351,1455.0,False
2020-07-12,Los Angeles - Mt. Washington,Northeast LA,233,965.0,False
2020-07-12,Los Angeles - North Hills,San Fernando Valley,909,1476.0,False
2020-07-12,Los Angeles - North Hollywood,San Fernando Valley,1582,1045.0,False
2020-07-12,Los Angeles - Northridge,San Fernando Valley,713,1022.0,False
2020-07-12,Los Angeles - Pacific Palisades,Westside,85,399.0,False
2020-07-12,Los Angeles - Pacoima,San Fernando Valley,1572,2042.0,False
2020-07-12,Los Angeles - Palisades Highlands,Westside,14,364.0,False
2020-07-12,Los Angeles - Palms,Westside,339,773.0,False
2020-07-12,Los Angeles - Panorama City,San Fernando Valley,1409,1872.0,False
2020-07-12,Los Angeles - Park La Brea,Central LA,51,376.0,False
2020-07-12,Los Angeles - Pico-Union,Central LA,1107,2646.0,False
